TV,Radio,Social_Media,Influencer,Sales
77.00,24.188544940,5.133802599,Micro,280.54970020
90.00,26.321041880,4.477032317,Mega,325.78298530
38.00,8.781974568,3.023611644,Nano,131.73400530
61.00,19.568676360,4.721144433,Micro,214.05051810
100.00,31.632318520,6.437839912,Mega,351.86561040
66.00,23.348510070,1.951877827,Nano,235.16785520
79.00,20.475573590,4.375098213,Nano,276.54650880
85.00,30.206961610,8.387590266,Macro,297.84069180
31.00,0.417441168,1.904980213,Macro,111.39402510
58.00,22.869181820,6.281662732,Nano,208.92307700
21.00,15.772762680,1.943856468,Nano,70.43434129
91.00,34.151012210,7.847444243,Micro,329.75856430
27.00,2.400931141,1.783291031,Nano,95.82210034
30.00,10.890035690,3.371902326,Mega,104.40819030
79.00,21.046417380,4.585300693,Micro,279.00021330
80.00,29.630686250,7.527312834,Nano,285.72091850
39.00,16.532467460,1.140112518,Mega,135.10279220
36.00,11.335443060,0.147556766,Micro,134.95647520
51.00,20.083110190,3.352908382,Macro,183.57475960
23.00,12.668743160,2.059276863,Macro,82.44643572
32.00,11.591535160,1.284588077,Macro,115.61430770
30.00,15.523903400,2.819391995,Macro,104.03975230
62.00,24.482637090,3.483940740,Macro,222.80355630
81.00,36.123131350,4.584246415,Mega,289.65341400
56.00,23.965740550,6.276644732,Micro,197.94494990
92.00,37.097197410,5.853243068,Micro,325.25836790
13.00,2.528946519,1.071299959,Mega,44.47479316
84.00,23.490994670,6.384877693,Macro,300.41197330
85.00,28.160134530,5.626379201,Micro,303.14711780
75.00,19.532260060,3.961231768,Micro,268.48924350
41.00,11.401084280,5.818696764,Nano,145.41685130
71.00,25.766142350,4.752508080,Macro,256.22360070
28.00,10.372651220,2.055377225,Macro,97.55871052
46.00,10.178761130,0.774718817,Micro,162.07526370
34.00,6.508500471,0.278443512,Macro,121.02977070
27.00,7.772636971,0.026536086,Micro,91.73914461
30.00,13.417259580,6.440215299,Micro,102.65316940
95.00,33.333660310,6.909884260,Micro,343.08978600
34.00,13.972820350,1.019281898,Mega,122.68954200
20.00,1.969917453,0.236860685,Nano,72.17699410
86.00,26.940963000,6.458130779,Macro,306.43518060
38.00,7.154535323,0.928590480,Nano,134.79228760
66.00,18.141448220,6.395812120,Macro,240.29140410
25.00,5.573783213,0.880543705,Nano,85.23426956
44.00,16.083479150,1.731768931,Macro,152.16794780
61.00,10.384783700,2.257493687,Nano,223.67859150
69.00,34.178609220,5.927940808,Nano,240.03502170
76.00,31.574432250,5.668187006,Mega,273.04252210
89.00,30.980925740,4.599569215,Nano,318.04520730
11.00,1.877361105,1.318663380,Micro,36.97181670
88.00,26.808003200,5.019686920,Nano,314.65712630
27.00,5.176451181,3.561284656,Nano,100.14585680
65.00,20.464926330,4.853305007,Micro,230.51795050
48.00,21.503943900,4.735400459,Mega,168.05649130
48.00,7.639383814,0.025406846,Mega,171.00156710
46.00,15.498155460,0.169996911,Macro,166.98331190
10.00,2.197709315,1.486695536,Mega,31.40226244
66.00,16.366030600,1.939179561,Macro,235.06698490
42.00,16.582420490,2.233249823,Nano,149.89206750
71.00,24.044242730,3.088346775,Mega,247.78059910
51.00,24.646876380,6.444050052,Micro,189.49846810
81.00,32.006213580,5.572236777,Nano,287.96093790
10.00,5.139773121,4.751055878,Nano,38.05163700
21.00,9.687797959,3.394478002,Nano,78.44892035
83.00,20.726207750,4.608829289,Nano,292.36643130
96.00,27.151067980,3.544254764,Macro,337.94305330
83.00,24.574642640,6.190653254,Macro,293.26351240
84.00,27.817582460,6.171058415,Micro,298.32247740
56.00,11.872745940,2.349050432,Nano,201.74201200
82.00,25.518055380,2.738878738,Mega,288.53058310
45.00,17.943591030,0.169790571,Macro,158.76473860
21.00,6.397648245,0.151215719,Nano,70.77050774
45.00,10.843355060,1.303214039,Micro,156.86795690
18.00,5.104034315,2.428498516,Micro,60.26615650
42.00,8.898194437,2.816417418,Macro,144.07533000
36.00,5.363569955,0.899458070,Mega,127.66469720
38.00,19.201984970,2.827452097,Mega,131.75234270
55.00,19.722037200,4.378775534,Micro,195.56147610
61.00,20.914103830,1.168951922,Micro,221.38867530
67.00,18.897635780,4.219195092,Micro,242.93087570
96.00,33.956065200,7.224474390,Mega,344.25046570
74.00,25.360705050,3.636620364,Micro,260.10408960
54.00,24.820512310,3.394682094,Micro,191.04246820
64.00,16.077639670,2.392235948,Mega,224.51553820
37.00,15.408766850,1.935104705,Macro,133.61140880
55.00,20.835036380,3.654609898,Mega,199.52159590
28.00,8.907131624,3.911819520,Nano,101.31165740
58.00,20.924880550,6.059807429,Micro,207.31064060
44.00,8.447034198,1.086840262,Mega,164.23895200
74.00,23.420129890,2.281383027,Nano,262.59864490
49.00,15.610221410,3.431273747,Mega,175.96285470
17.00,1.619102710,2.938538282,Macro,57.90089101
92.00,27.074327840,7.765014250,Micro,326.68220530
45.00,12.224536230,6.078835059,Nano,159.17100200
40.00,20.135392460,4.956791317,Micro,142.74379960
49.00,13.856872120,0.150053364,Nano,173.75649690
89.00,34.723548630,6.137642552,Macro,315.23444680
67.00,28.631172450,9.072549075,Mega,238.41976560
40.00,18.810429730,0.847597289,Macro,139.87074390
88.00,20.583130890,3.181661603,Macro,312.27132280
14.00,6.082044887,1.154432110,Nano,49.04490098
42.00,6.180146182,1.886427524,Micro,145.26580740
38.00,12.905769540,0.090806236,Micro,136.24452070
56.00,12.978563080,1.005704299,Macro,204.37641280
55.00,15.766977750,3.123576476,Nano,197.73127390
84.00,27.645230200,5.916649652,Nano,300.92418890
85.00,30.354647770,7.753122794,Micro,305.61206080
67.00,25.582805930,4.020770888,Macro,238.60307040
17.00,7.197847026,1.394325609,Nano,59.49515943
22.00,15.126465960,3.792188111,Nano,86.80395604
10.00,5.040121601,0.704360749,Mega,36.86056147
96.00,27.252912380,3.938099223,Nano,341.91241510
39.00,14.378565720,0.241241209,Macro,141.11200570
64.00,22.816915050,6.280742013,Micro,226.59017040
60.00,13.098532450,5.210825936,Micro,215.58335920
55.00,12.370949130,0.918581511,Micro,194.62878160
57.00,23.742418230,2.585252416,Micro,206.47982980
56.00,11.221703960,1.626544308,Macro,200.34742500
45.00,14.178013270,3.769634351,Mega,158.53938510
12.00,6.636054358,0.838317446,Micro,43.42825766
20.00,0.345730890,0.787325148,Micro,71.31864882
92.00,26.866265420,5.435402212,Micro,328.44379380
22.00,4.477489767,1.528469340,Nano,71.64559408
70.00,22.858244940,6.146319119,Macro,248.05062360
58.00,16.776502010,0.471002112,Nano,210.88092700
46.00,15.502556330,4.694884840,Macro,161.78263840
43.00,15.513076790,1.626380158,Mega,155.04123740
63.00,22.176568350,7.680731930,Macro,223.42365030
47.00,9.961821714,4.068030765,Macro,164.21473800
65.00,22.063402430,3.577571811,Micro,229.25223880
49.00,8.208255183,4.305739085,Mega,172.96098200
15.00,8.592102996,4.880310779,Mega,54.88491943
27.00,9.406938289,4.527243502,Micro,96.75122632
86.00,20.662693540,2.867545084,Macro,312.43400820
98.00,34.220112880,4.474838371,Mega,350.72752520
24.00,5.117508649,2.209701443,Mega,83.75148225
13.00,4.782495242,1.413944986,Micro,46.90197979
16.00,2.075971434,1.435038997,Micro,52.41511920
23.00,12.057164950,1.448221333,Mega,84.12020878
43.00,14.743158160,5.086102811,Micro,152.60188220
71.00,26.231455930,3.893304561,Nano,252.85372710
18.00,1.056114844,0.748769308,Micro,62.49807961
95.00,35.168121380,6.795153993,Mega,345.00303280
74.00,28.117002600,5.894168882,Micro,260.18104870
85.00,32.270826770,1.256186655,Nano,300.04867480
27.00,8.643650064,3.579154088,Mega,99.47987600
24.00,0.848264479,1.592571775,Nano,83.77156783
64.00,14.604646470,1.769477138,Nano,220.30474600
40.00,10.487450640,2.202956943,Micro,142.61270260
63.00,17.987937100,3.817063176,Micro,222.90962380
36.00,17.033551730,4.427632709,Macro,130.99608320
24.00,0.894522052,1.024989237,Micro,85.81164773
80.00,25.704761510,2.284896577,Mega,281.54145850
39.00,17.297122910,2.141646320,Nano,135.36439580
14.00,3.443825411,0.082932606,Mega,52.36097750
75.00,32.438617600,4.859321808,Micro,269.53360880
37.00,6.128436597,1.455540155,Mega,130.21727020
38.00,17.843122180,2.009779488,Micro,130.37088140
12.00,6.233073586,3.695362555,Macro,45.07483438
80.00,26.196524820,5.181134485,Mega,286.77011020
91.00,24.925551480,4.999090743,Mega,322.30143590
27.00,14.944110520,1.452690809,Nano,98.65262180
75.00,23.680415230,3.618129755,Micro,266.36903380
41.00,19.969572060,4.491042639,Nano,148.25863630
20.00,6.870163575,5.127572518,Nano,69.69781948
11.00,11.853939490,3.008452988,Macro,37.70652904
67.00,18.140527590,1.952495587,Mega,239.17088810
82.00,31.185860550,7.488026788,Mega,291.31466600
46.00,14.392378420,1.240397092,Micro,162.90014480
67.00,15.962301990,4.823873221,Mega,235.93876120
21.00,8.228726375,1.595727730,Mega,72.91644672
48.00,15.839639770,5.286098271,Mega,170.44863310
36.00,8.338703112,1.453637580,Mega,133.27019180
95.00,26.723535860,3.600530083,Mega,333.92251560
73.00,23.512626470,5.371989647,Micro,265.89663620
64.00,10.702999620,2.756141184,Macro,231.73487070
25.00,7.100091534,1.593693200,Macro,89.81015562
42.00,6.409452082,3.618963820,Mega,144.05150040
47.00,17.549135060,3.593249600,Nano,166.12409880
81.00,27.013926480,4.050401703,Macro,284.78871640
37.00,7.753853243,0.646902083,Nano,128.57753950
43.00,22.074964650,3.662349016,Mega,153.06490970
64.00,18.106142930,3.746012095,Mega,222.34192750
50.00,24.234279900,3.802225298,Nano,172.79681540
85.00,17.928147650,2.125619697,Mega,305.38328070
37.00,14.826088990,5.056452865,Mega,133.96650060
87.00,36.781448120,5.944544971,Micro,310.00646650
94.00,39.221198380,10.420852880,Mega,336.88840530
88.00,28.328119780,2.466925500,Nano,313.04826670
10.00,2.298248107,2.435478085,Mega,33.59144825
24.00,14.684115910,0.975862762,Micro,87.86503010
38.00,11.250136040,3.183199280,Micro,134.58711440
99.00,38.263671940,3.918182853,Mega,348.83759300
33.00,22.703382070,2.302985634,Mega,118.87404890
57.00,24.073762870,3.314484216,Mega,208.18339270
72.00,14.317310740,1.755859447,Mega,256.17056130
29.00,11.922707130,6.033385743,Nano,103.87441390
40.00,21.842972470,4.621465773,Micro,147.42458750
17.00,5.002416953,3.007187270,Micro,59.24360112
96.00,33.166914870,4.802682588,Mega,345.05435400
46.00,17.921297150,2.374454098,Nano,167.47566630
57.00,17.265530010,3.183217517,Mega,205.65169720
36.00,16.016644190,2.893217344,Nano,126.17763430
42.00,9.457616913,1.857779697,Macro,150.88273950
90.00,29.096897200,6.041618334,Macro,322.83633260
18.00,8.254893870,3.241749256,Macro,62.38868798
51.00,20.695901760,7.122475601,Nano,179.78248600
28.00,15.027990040,2.260928448,Nano,94.77142622
44.00,11.909498640,3.863594664,Mega,152.22002720
18.00,0.544774758,0.584802079,Micro,61.92842166
38.00,12.068425730,0.851563220,Macro,133.29522690
65.00,18.470265860,3.450908225,Macro,230.44523220
33.00,13.380023480,5.391596379,Macro,113.68070830
74.00,25.855261440,5.046778104,Macro,260.97901380
21.00,4.981465892,3.017010069,Nano,75.36215456
74.00,29.345502530,3.295645315,Nano,262.01244040
40.00,10.838219680,3.212553047,Macro,143.38208620
94.00,30.972747260,3.950369298,Macro,336.60230060
75.00,24.569621980,3.306948842,Micro,261.28944700
61.00,18.976898840,2.309437067,Mega,215.39135430
92.00,35.311859330,5.238633498,Nano,329.03119930
99.00,33.899272060,7.955180603,Macro,352.89995670
68.00,26.214744690,5.257853498,Micro,237.88600400
42.00,19.995604620,4.136097691,Macro,145.73469930
63.00,16.529488010,3.351418583,Micro,223.69506190
75.00,28.808844540,6.731945890,Mega,268.79167700
15.00,17.878528190,6.684451448,Macro,50.73559898
49.00,21.105668790,7.209661750,Mega,170.04573990
66.00,18.927353370,7.016310108,Nano,232.62053450
31.00,6.900105047,0.742398900,Nano,111.82688370
56.00,20.745985200,4.241658945,Macro,202.98619340
54.00,20.111775120,3.804180277,Micro,194.12917130
60.00,12.234063160,1.659737604,Micro,214.19175410
35.00,5.121271546,0.875164961,Mega,122.82365860
50.00,8.412303495,3.642783793,Micro,177.12839510
37.00,14.428983330,0.246283393,Macro,131.29209000
39.00,13.632850820,2.890436804,Micro,136.80191910
28.00,18.404923350,2.688172679,Nano,102.38862170
87.00,26.928711690,0.550205659,Macro,306.98846520
61.00,23.909849900,5.372983110,Macro,218.09267300
40.00,8.588407255,3.068645816,Micro,140.16154690
79.00,27.506695130,7.241425458,Macro,285.48004850
11.00,0.216101168,0.753242703,Mega,41.39651524
80.00,27.512362490,1.032765641,Nano,283.41697200
11.00,0.491153398,1.505058922,Micro,34.93300225
94.00,34.158610880,5.820743610,Micro,330.64083700
84.00,25.047828630,3.111012701,Micro,295.49637660
21.00,7.046414004,0.056054843,Macro,72.07541671
16.00,10.327545460,1.406563980,Micro,57.40985369
71.00,20.849413380,2.469887527,Mega,253.46225920
27.00,0.975331234,0.409356653,Nano,88.80402133
59.00,28.887857550,5.388404394,Micro,207.33027960
22.00,13.153371100,3.584616882,Nano,79.69777425
65.00,21.078360640,3.607061612,Mega,232.27618310
28.00,3.306779995,2.690659024,Macro,99.48425179
49.00,14.873966220,1.638303876,Macro,174.20019200
61.00,20.004467910,6.081970669,Mega,220.10682720
72.00,24.681218770,6.002450357,Nano,256.03720240
27.00,8.158783618,1.846245517,Macro,100.27710750
50.00,12.394922220,0.742938135,Mega,176.92810770
79.00,33.690960070,7.889353903,Micro,279.69182860
57.00,17.731265760,1.135948669,Micro,200.10805260
49.00,16.398769780,1.569718706,Macro,171.33063220
20.00,9.578543177,2.141996655,Mega,72.31156329
59.00,8.856135087,3.232468215,Nano,214.29166500
51.00,16.745092930,1.373291629,Micro,184.89500880
65.00,29.069079520,3.380965049,Mega,234.37808690
54.00,9.421718190,0.760326336,Macro,190.04908350
30.00,11.265677130,0.144117014,Mega,102.47120890
47.00,9.266865633,4.040010034,Mega,164.63809520
73.00,22.370305890,0.171148051,Nano,257.67278060
94.00,29.895010600,6.500131863,Macro,333.70073650
10.00,6.492418979,1.307754019,Micro,34.04635850
19.00,2.477590756,5.557077517,Nano,68.63176182
79.00,19.576070170,4.326340780,Macro,279.41444080
94.00,40.381399600,5.407997745,Macro,331.44460760
65.00,23.881505990,2.832255371,Nano,228.57740900
80.00,33.317787580,5.062056850,Micro,284.02482390
24.00,9.255560345,3.540823973,Micro,85.37271907
35.00,5.785759307,3.368526918,Mega,127.22129750
27.00,8.720237277,1.051240050,Micro,100.64157130
98.00,34.156328650,6.982952679,Micro,347.83054640
45.00,6.134131482,2.619106545,Macro,160.39815260
29.00,15.475398030,4.828720171,Mega,106.34683060
100.00,41.153809100,4.316600160,Macro,353.61794700
99.00,28.766705120,5.585103137,Macro,352.31791190
16.00,17.756607190,4.547851426,Micro,55.40369343
51.00,14.849558160,6.545391968,Micro,181.66160020
66.00,22.158559160,2.197680767,Macro,234.32881310
41.00,12.997939450,3.006704771,Micro,147.38675630
35.00,12.146295220,1.992383015,Mega,122.95778340
99.00,37.468223210,7.194404457,Macro,349.49616870
15.00,10.410315660,1.834639961,Micro,51.78609705
99.00,29.852518760,9.316561995,Nano,353.44588850
72.00,26.939972830,2.332437144,Macro,257.18045750
15.00,2.797290618,4.838867760,Nano,48.86115001
13.00,3.220673901,2.446239991,Nano,45.23135362
61.00,17.071166870,3.800921079,Nano,222.59637530
31.00,9.170028162,1.012183081,Nano,110.58250060
58.00,15.241391700,0.114189919,Macro,209.14898840
16.00,7.327697332,3.236219566,Macro,58.13798394
54.00,14.058053490,1.497131726,Macro,195.76942050
90.00,32.989084210,5.114303431,Macro,321.26661400
12.00,0.683476114,0.765877712,Micro,43.57911654
59.00,24.662950010,4.291873948,Micro,209.18766970
17.00,11.166753920,2.370877592,Macro,63.48794091
60.00,23.537302580,4.940351212,Micro,213.91079180
17.00,5.114304619,0.260751503,Mega,61.81393577
25.00,6.831105212,1.051652994,Micro,94.28890228
32.00,4.012126030,0.427108804,Nano,112.20354420
47.00,20.277550790,0.747904517,Macro,169.88752810
57.00,20.461564460,5.264913626,Micro,197.18583860
48.00,13.689676690,3.947498786,Mega,173.09843790
21.00,14.441368660,0.342016761,Micro,74.21648745
27.00,9.569824803,2.216601931,Mega,97.36011862
90.00,36.551512390,9.883176364,Mega,317.57661600
23.00,1.119933449,2.024287502,Micro,84.37002181
18.00,2.609402156,0.055425098,Nano,62.00526615
12.00,2.433254458,2.478694936,Micro,42.77124819
81.00,25.709161990,5.579523367,Nano,290.58607480
60.00,20.653641970,3.097761704,Micro,210.89246380
93.00,29.306088080,2.303326934,Micro,327.77108100
47.00,18.855972360,2.305723529,Micro,167.63670810
10.00,8.939084838,1.008130201,Micro,34.10189493
55.00,20.187012600,5.001959098,Mega,197.67125020
78.00,37.598085060,5.780036656,Micro,277.09295010
80.00,26.987906120,3.081278114,Macro,284.72627770
95.00,33.320692610,3.488541517,Macro,340.94981670
51.00,16.949747520,1.348300822,Mega,176.00683630
70.00,24.905074040,2.458070702,Micro,249.41069690
83.00,31.838831200,3.848928560,Micro,292.02470670
70.00,20.741535650,4.512385220,Mega,243.50081610
92.00,36.902544270,7.630973429,Nano,326.22964120
71.00,17.147962370,3.407461351,Macro,255.97162880
16.00,12.547868170,2.389338867,Mega,60.38358214
89.00,26.702687540,3.575561714,Micro,315.90032070
61.00,20.197292110,1.344451932,Micro,214.74070460
51.00,20.147430800,4.116821554,Nano,178.59357320
57.00,20.717692240,2.663302050,Micro,209.02894960
37.00,20.045636770,3.793808900,Mega,132.20918680
16.00,4.597245997,1.669253333,Micro,56.07567864
17.00,6.151246864,1.483987622,Macro,60.76229385
43.00,13.995012310,0.845058595,Nano,152.42411280
36.00,7.083959569,1.081620709,Nano,124.13320610
89.00,23.720640540,0.690473124,Mega,321.32301850
33.00,16.106644870,0.423792124,Mega,116.48973090
98.00,34.412264620,1.939969763,Macro,352.38032520
16.00,8.303409472,2.058523812,Micro,52.87884782
60.00,19.171428980,4.820069297,Macro,211.20368600
40.00,12.168972630,1.785034944,Micro,140.91399610
62.00,16.087789140,5.060162938,Macro,215.72975950
26.00,10.813846810,2.310877745,Micro,95.28065047
68.00,21.288761310,3.213254208,Nano,239.41365940
85.00,24.748366550,2.607544268,Micro,306.42067170
59.00,16.646735590,6.234787461,Mega,210.12150600
62.00,24.931533980,5.478962155,Nano,216.93652710
60.00,21.119991460,5.703028235,Macro,209.32682980
77.00,28.853805750,6.217753837,Micro,279.76554830
79.00,30.018194200,4.184199312,Micro,283.59439020
58.00,20.504075990,3.431358073,Mega,208.95921140
100.00,34.369132840,5.773972640,Mega,358.89756260
80.00,23.954632200,3.203461356,Micro,283.78129000
15.00,9.047571207,1.340007941,Micro,57.40531550
73.00,20.746506790,1.918559126,Macro,262.86619230
84.00,34.984569520,11.260429830,Macro,301.49312020
41.00,9.556845464,1.356011738,Micro,139.90534760
96.00,29.649119000,5.091719670,Macro,343.11442340
97.00,28.724545280,6.334771996,Mega,348.10964750
59.00,20.682930620,1.912705682,Nano,209.28480340
60.00,14.316116750,3.134427989,Macro,215.45577510
49.00,17.821590270,2.732126315,Mega,175.89798310
23.00,10.212424400,0.104238928,Micro,83.19717896
76.00,24.458541480,4.009270923,Nano,266.41376600
38.00,8.062971378,2.409346229,Macro,132.31428150
24.00,2.353887518,1.093828271,Nano,81.69957779
83.00,20.315680630,1.682342275,Macro,298.70639700
53.00,16.563326720,3.969570171,Micro,189.93249460
33.00,8.183954068,0.147169499,Nano,114.20392930
33.00,19.337475890,0.742523265,Nano,114.03689520
93.00,31.247812960,7.638068430,Macro,331.00622800
61.00,22.697164590,6.146138462,Micro,216.03647650
67.00,21.501163760,2.810213152,Mega,236.18211080
49.00,8.283163563,1.257285088,Mega,177.44368950
90.00,20.404286240,2.217787717,Nano,322.22099510
69.00,17.027507190,3.249834162,Nano,244.85325220
22.00,7.789761193,0.288511704,Mega,79.85053634
55.00,20.694861540,3.953574081,Nano,192.68249200
68.00,16.674828710,1.329460183,Macro,242.98988760
77.00,27.159248670,6.883559609,Nano,275.95791130
70.00,25.923973640,4.101003394,Macro,249.04857310
28.00,17.017369770,3.049292563,Micro,98.52768262
32.00,11.955664540,3.206331913,Nano,115.61693260
83.00,36.004287500,6.299889469,Nano,295.28118120
39.00,16.430392650,0.629930468,Micro,140.28201320
94.00,37.633397840,3.593898692,Mega,337.85006860
39.00,14.857515370,4.283919463,Mega,142.92488590
48.00,17.881459520,0.076059762,Macro,169.22780320
83.00,29.048906830,1.976047337,Nano,287.24469310
98.00,34.763073680,3.207630038,Micro,347.24493020
73.00,26.575641780,2.874401986,Nano,260.18392050
47.00,13.396217390,4.181491721,Mega,164.76079180
59.00,17.213773710,3.625658422,Micro,213.97765830
43.00,13.781074120,1.250244985,Mega,150.93861400
66.00,23.443604290,3.951207434,Mega,237.76291070
10.00,6.171299414,2.248700745,Mega,37.09921372
54.00,13.817088590,2.491412135,Mega,193.09012170
24.00,13.022179000,0.776760663,Macro,84.81924480
52.00,20.829105120,3.906481634,Nano,182.74873250
77.00,27.599730890,5.084562862,Mega,277.71945540
61.00,20.217225510,6.875922114,Nano,216.68115360
88.00,38.864351290,2.621418947,Nano,311.11469460
92.00,30.299459760,5.942147048,Nano,328.34917510
36.00,16.530251450,2.138833994,Mega,125.61015860
84.00,26.012815690,3.027266611,Macro,303.19642470
94.00,31.266986480,5.332790413,Mega,339.19020500
91.00,36.100435400,4.332061718,Micro,319.90564480
21.00,11.110302700,1.609824309,Nano,84.62406262
70.00,18.755376710,4.499500158,Micro,256.24287530
84.00,30.189978460,3.433257270,Nano,302.09290480
24.00,10.793564410,2.557924297,Mega,79.26863682
83.00,32.790106160,10.243734600,Mega,296.81223790
13.00,7.444383355,5.103530387,Nano,44.05096813
21.00,7.578230065,1.031606867,Nano,76.59921760
100.00,31.739051510,6.530423340,Macro,353.25133400
76.00,23.595697760,4.519114653,Micro,267.74028360
67.00,32.882729020,3.497704311,Nano,241.39458290
73.00,24.188005860,5.899739191,Nano,264.22183270
25.00,12.018413980,4.143639285,Macro,86.43456078
23.00,17.777309350,3.588287267,Nano,79.41889491
11.00,8.572132356,3.802582991,Macro,40.67745075
36.00,20.380977870,3.928353632,Nano,123.42597310
97.00,38.172728090,5.546782045,Micro,347.76593910
55.00,14.157245140,3.449239584,Micro,201.99610160
11.00,2.608126516,2.573891358,Micro,42.18314566
46.00,24.517572730,1.461142201,Macro,162.78239960
32.00,3.117856352,1.381985223,Macro,113.45936560
74.00,25.116538660,5.846600188,Mega,261.97479590
14.00,12.395637370,1.908127571,Nano,58.53156501
64.00,22.466169390,7.150085369,Nano,233.01546860
66.00,22.330699310,4.741691262,Macro,236.08149720
19.00,3.562325119,1.729921479,Nano,62.19423217
50.00,22.486563030,4.686640068,Macro,170.81451710
47.00,20.820157750,3.598794638,Mega,165.78564830
46.00,19.467020480,1.145521306,Micro,162.15217110
50.00,16.681284510,1.258518049,Nano,174.80397680
89.00,31.556848610,6.639293117,Micro,316.17693620
97.00,34.467955130,4.088163909,Nano,347.58913270
53.00,5.856616799,2.762125352,Nano,190.61928200
45.00,15.442154320,1.161453302,Macro,160.99080550
28.00,9.812923503,0.369971776,Mega,101.43865750
53.00,24.636741780,3.396340616,Macro,186.80781470
78.00,30.782633870,4.327262063,Nano,273.61131220
93.00,23.771636480,3.688207002,Nano,334.87174310
100.00,32.572748470,5.430991677,Micro,355.32972390
10.00,4.693662632,2.156240536,Macro,34.56679012
45.00,12.900646120,0.843237641,Macro,164.33904980
65.00,24.955571140,3.886572721,Micro,231.36584640
53.00,19.890616450,3.079466745,Nano,188.15118420
43.00,6.898253170,0.646096057,Nano,154.39911260
28.00,7.191053729,0.032587652,Nano,98.73333034
70.00,20.912791780,4.007210363,Mega,247.90369650
16.00,8.511221137,2.605974425,Mega,56.43314187
80.00,21.661317930,4.286278224,Micro,284.97956080
52.00,14.686224970,3.854732763,Mega,183.91453470
81.00,24.532151540,5.363193035,Nano,284.42969880
79.00,29.274542060,1.791240836,Nano,278.78303710
96.00,27.982834980,3.500553519,Nano,348.43774450
40.00,19.946950270,4.409942415,Nano,144.87659370
69.00,27.082767240,3.996892883,Mega,243.80780340
13.00,1.067301036,0.825314156,Macro,45.40662239
14.00,3.047946161,0.998475322,Mega,46.48788091
70.00,22.027973040,5.556095046,Macro,247.97258840
67.00,18.276044050,2.348785403,Micro,237.75957700
30.00,22.466891090,4.616527829,Micro,104.44466640
56.00,16.762135050,5.647998207,Mega,196.43792260
50.00,24.058317360,4.741096535,Nano,173.28425910
45.00,13.485326050,5.942775544,Nano,157.88147710
96.00,31.032178500,2.172376019,Mega,339.21039460
82.00,26.532769210,4.872160564,Mega,295.93334670
19.00,13.685201470,2.216926901,Macro,61.63307421
33.00,16.588691330,2.016096817,Macro,121.08635310
76.00,28.313417100,5.173771428,Micro,266.32787150
67.00,13.830779200,2.900029240,Mega,236.30685420
11.00,4.952002391,7.309016168,Macro,40.14105417
55.00,10.297244640,1.365033720,Mega,188.66748300
89.00,32.280814470,4.606427961,Mega,311.43354610
66.00,30.511051760,2.625733254,Micro,232.99485150
22.00,1.551591041,0.486129113,Macro,80.97345703
88.00,26.712161780,5.834040145,Mega,308.05984560
63.00,18.071609900,4.009603049,Macro,222.39516700
89.00,18.426309980,3.158669402,Macro,316.31486460
98.00,32.985288690,3.891731352,Micro,351.05357740
47.00,7.903492524,1.551582154,Micro,173.58960690
43.00,12.116270580,4.173004258,Macro,152.04835130
61.00,24.685512630,5.222380470,Macro,218.98608040
51.00,30.893207290,7.389871572,Micro,175.98903130
93.00,32.538455350,5.331902545,Macro,333.93242100
37.00,16.500009020,3.138409019,Macro,130.75889120
21.00,7.771726602,2.075967643,Micro,73.39580202
42.00,8.922966385,2.254832178,Nano,143.85622800
88.00,20.724822810,4.321570987,Nano,314.82954260
59.00,25.196401770,3.404124993,Macro,209.36453040
35.00,7.868479803,0.067317540,Mega,121.81386660
72.00,22.665673860,5.289217664,Micro,257.11587590
47.00,22.381665560,2.322283907,Mega,166.06030640
80.00,32.200836780,5.583016234,Micro,282.61784000
26.00,4.545110873,2.852404636,Macro,93.01538817
51.00,16.573490030,0.928129377,Macro,189.92030290
90.00,14.395991540,0.895646184,Nano,323.13473980
78.00,28.117063630,4.280690510,Micro,278.76203320
70.00,19.833501460,2.169126347,Nano,247.59213650
77.00,21.523224370,3.905081353,Nano,273.46766800
85.00,32.165056130,5.313501318,Mega,299.83178400
50.00,29.055584550,6.136696879,Macro,177.32389030
11.00,10.032598790,0.684486506,Nano,38.69555595
73.00,23.166286970,4.273919017,Mega,257.66811160
26.00,13.891896290,2.393597410,Micro,90.67791735
72.00,25.654287500,6.396459843,Mega,250.66694440
66.00,25.806155460,5.848905295,Micro,236.03131060
70.00,14.414619090,1.874666304,Mega,249.99849740
79.00,28.544477280,4.952881046,Nano,277.36187300
76.00,27.796459540,3.915785408,Macro,270.35510460
21.00,13.850323610,2.900443085,Mega,73.83086992
49.00,10.811672650,3.056311578,Macro,174.51423380
90.00,32.756416780,1.581845181,Macro,321.74787820
15.00,8.240898541,4.207676862,Nano,54.81334067
27.00,11.584237420,2.547683061,Macro,95.49114899
24.00,6.688832575,1.043337879,Mega,83.99009901
28.00,5.930538265,0.861035978,Macro,103.16283190
75.00,22.719076330,3.566563314,Micro,265.79488970
58.00,15.690868720,3.143849286,Micro,204.40634120
18.00,10.752292680,1.832885616,Nano,59.79339530
25.00,5.717314068,0.126471551,Micro,91.03215459
43.00,17.269237330,2.668721882,Micro,156.49312200
41.00,15.399307000,1.168398986,Mega,150.25884940
61.00,11.512531110,2.793347914,Macro,220.16506700
11.00,3.781891222,1.888196109,Nano,41.63749948
